komentar,clean_text
Bentuk dan ukuran: Pas Daya tahan pakai: Semoga kuat,bentuk dan ukur pas daya tahan pakai moga kuat
Bentuk dan ukuran: Pas Daya tahan pakai: Sesuai harga Aroma: Bunga melati,bentuk dan ukur pas daya tahan pakai sesuai harga aroma bunga melati
Bentuk dan ukuran: Pas Daya tahan pakai: Ga Bkln kuat Lama.. sesuai Ama harga,bentuk dan ukur pas daya tahan pakai tidak bkln kuat lama sesuai ama harga
Bentuk dan ukuran: Bagus Aroma: Bagus Daya tahan pakai: Bagus,bentuk dan ukur bagus aroma bagus daya tahan pakai bagus
Barang sdh sampai kondisi baik,barang sdh sampai kondisi baik
Bentuk dan ukuran: 40 Aroma: Oreng putih dan abu abu Daya tahan pakai: Mudah mudahan nyaman di pakai,bentuk dan ukur aroma oreng putih dan abu abu daya tahan pakai mudah mudah nyaman di pakai
Paket datang alhmdulilah Tapi sayang no 42 ko kecil biasa nya sya no 42 itu pas ini ko kelil sayang bangt ga ke pake,paket datang alhmdulilah tapi sayang no ko kecil biasa nya sya no itu pas ini ko lil sayang bangt tidak ke pake
Terimakasih barang sesuai tapi sayang bawah nya keras,terimakasih barang sesuai tapi sayang bawah nya keras
"Desain bagus , Bentuk dan ukuran: Pas ,mesti up 1 size",desain bagus bentuk dan ukur pas mesti up size
Bahan bagus SM kayak yg di posting Puas x rasanya🙏,bahan bagus sm kayak yang di posting puas x rasa
Sepatunya udh dtg ya gitu deh sesuai harga. Ukuran 40 kecil nga cukup pdhl biasanya aku pakein no 39. Dipakainya jg kurang nyaman bunyi,sepatu udh dtg ya gitu deh sesuai harga ukur kecil nga cukup pdhl biasa aku pakein no pakai jg kurang nyaman bunyi
Bagus sesuai pesanan amanah dan kwalitas produk sangat memuaskan,bagus sesuai pesan amanah dan kwalitas produk sangat muas
Sepatunya bagus cumn ga sesuai ukurang pesen uk brapa Dateng nya brapa,sepatu bagus cumn tidak sesuai ukurang sen uk brapa dateng nya brapa
Lem belepotan kayak barang rijek,lem belepotan kayak barang rijek
Gak sesuai sama postingannya lain yg di pesan lain yg di antarkan mereknya,gak sesuai sama postingannya lain yang di pesan lain yang di antar merek
Bentuk dan ukuran: Pas dan sesuai pesanan Aroma: Biasa Daya tahan pakai: Biasa,bentuk dan ukur pas dan sesuai pesan aroma biasa daya tahan pakai biasa
Sesuai bagus gak kecewa aq beli,sesuai bagus gak kecewa aq beli
Sepatu nya oke deh tapi lepas leman nya yg di belang dekat tumit tapi dak apa lah,sepatu nya oke deh tapi lepas lem nya yang di belang dekat tumit tapi dak apa lah
"Paket sdh diterima dgn baik, sepatunya bagus tapi blm tau lem nya kuat apa gk, mudah""an tahan dipakai gk cpt lekang. Kurir baik dan ramah",paket sdh terima dgn baik sepatu bagus tapi blm tau lem nya kuat apa tidak mudah tahan pakai tidak cpt lekang kurir baik dan ramah
Bentuk dan ukuran: Ukuran nya 40 terlalu kecil di kaki ayah saya 🤣 tpi GK PP Bhan ny sesuai harga lumayan bgus sih,bentuk dan ukur ukur nya terlalu kecil di kaki ayah saya tpi tidak pp bhan ny sesuai harga lumayan bgus sih
"Barangnya bagus,ukuran sesuai harga terjangkau,rapi,cepat sampai.",barang bagusukuran sesuai harga terjangkaurapicepat sampai
Bagus banget untuk harga segitu,bagus banget untuk harga segitu
Sepatu nya ada yg terbuka (rusak),sepatu nya ada yang buka rusak
Bentuk dan ukuran: Sesuai pesan Daya tahan pakai: Semoga awet,bentuk dan ukur sesuai pesan daya tahan pakai moga awet
Lumayan bagus cuman kekecilan karena GK ada nmr 44,lumayan bagus cuman kecil karena tidak ada nmr
"Bagus, cuma ukuran 43 kurang gede dikit, tp okelah, terimakasih",bagus cuma ukur kurang gede dikit tp oke terimakasih
"Keren, pengirimannya juga cepat.",keren kirim juga cepat
Bentuk dan ukuran: Sangat pas enak di pakai,bentuk dan ukur sangat pas enak di pakai
Bentuk dan ukuran: Pas banget sesuai yang aku harapkan Terima kasih kak,bentuk dan ukur pas banget sesuai yang aku harap terima kasih kak
Untuk produk aman bagus Tapi untuk kurirnya sy gak respect sm kurirnya klo bisa gk usah sy kasih bintang buat kurirnya,untuk produk aman bagus tapi untuk kurir sy gak respect sm kurir klo bisa tidak usah sy kasih bintang buat kurir
"Bentuk dan ukuran: Sangat baik ukuran nya pas di kaki,terimakasih",bentuk dan ukur sangat baik ukur nya pas di kakiterimakasih
"Sepatunya bagus... Murah, kualitas nya baik, Sangat sesuai dengan yang dipromosikan",sepatu bagus murah kualitas nya baik sangat sesuai dengan yang promosi
Daya tahan pakai: Biasa aja Bentuk dan ukuran: Sesuai Aroma: Biasa,daya tahan pakai biasa aja bentuk dan ukur sesuai aroma biasa
"Jlek spatu nya, ga sesuai dngan omongan,",jlek spatu nya tidak sesuai dngan omong
Barang nya lumayan jg bagus,barang nya lumayan jg bagus
Barang nya sudah sampai cepat sesuai sama di iklan no nya pun pas,barang nya sudah sampai cepat sesuai sama di iklan no nya pun pas
Sepatu bagus.kualitas bagus.makanya saya beli lagi.sukses terus eller dan tik tok,sepatu baguskualitas bagusmakanya saya beli lagisukses terus eller dan tik tok
"Alhamdulillah sepatu sudah mendara, bagus banget dan ringan, toko nya amanah d kirim yg d promosi kan semoga laris manisss maaf ndk ad foto nya krna keburu d pakai buat joging pak suami🤭",alhamdulillah sepatu sudah dara bagus banget dan ringan toko nya amanah d kirim yang d promosi kan moga laris manisss maaf ndk ad foto nya krna keburu d pakai buat joging pak suami
Bagus,bagus
Bentuk dan ukuran: Pas enak dipakai.mksh seller dan tik tok,bentuk dan ukur pas enak dipakaimksh seller dan tik tok
"Ya bagus sih, cuma masih sama dengan yang di 35 ribuan untuk kwalitas sepatunya,",ya bagus sih cuma masih sama dengan yang di ribu untuk kwalitas sepatu
"Sepatu nya bagus, sesuai pesanan, ukuran nya juga pas...mantul lah pokok nya...",sepatu nya bagus sesuai pesan ukur nya juga pasmantul lah pokok nya
Ukuran 39 terlalu kecil untuk saya. Kualitas biasa sesuai harga,ukur terlalu kecil untuk saya kualitas biasa sesuai harga
Barang bagus .cuman ga ada tali sepatu ya,barang bagus cuman tidak ada tali sepatu ya
Ada harga ada kualitas.. Sih.. Harga segini jgn berharap lebih.. Saya kasih bintang 5 agar seller atau produsen bisa meningkatkan penjualannya dan berkah selalu..,ada harga ada kualitas sih harga gin jgn harap lebih saya kasih bintang agar seller atau produsen bisa tingkat jual dan berkah selalu
"No coment, produk nya bagus, rekomendasi banget pokoknya",no coment produk nya bagus rekomendasi banget pokok
barang CPT sampai Daya tahan pakai: blm di coba,barang cpt sampai daya tahan pakai blm di coba
kualitas produk semua bagus terimakasih untuk semuanya penjual dan kurirnya👍👍👍👍,kualitas produk semua bagus terimakasih untuk semua jual dan kurir
Barang baik bagus elegan harga sangat murah,barang baik bagus elegan harga sangat murah
Sapatu nya bagus cocok di kaki suami ku Pengiriman cepat kurir selalu ok,sapatu nya bagus cocok di kaki suami ku kirim cepat kurir selalu ok
"Sepatunya sesuai di foto, bagus, dan sanak saya suka, Terima kasih, dan kurirnya jga ramah",sepatu sesuai di foto bagus dan sanak saya suka terima kasih dan kurir jga ramah
"Bagus sesuai dgn pesanan,,. Nyaman di pakai,, saya suka🥰",bagus sesuai dgn pesan nyaman di pakai saya suka
Pengirim ya cepat barang ya sesuai dengan pesanan cuma jahitan sepatu ya aj yg kurang rapih,kirim ya cepat barang ya sesuai dengan pesan cuma jahit sepatu ya aj yang kurang rapih
BRG ny bagus sekali,barang ny bagus sekali
"Maaf ya saya aga kecewa, Kash bintangny segini,ga sesuai sepatu kaku keras,dan lemny jg aga kebuka JD dipake sekali jg dah ambrol,diharga 61rb,seharusnya barang aga lumayan ga keras,dan warnanya jg di cet",maaf ya saya aga kecewa kash bintangny seginiga sesuai sepatu kaku kerasdan lemny jg aga buka jd dipake sekali jg dah ambroldiharga rbseharusnya barang aga lumayan tidak kerasdan warna jg di cet
Brg sdh sampai SDH di pake BRG sangat bgus murah tapi kondisi sangat bgus mksi,barang sdh sampai sdh di pake barang sangat bgus murah tapi kondisi sangat bgus mksi
"Sepatu ny emng mantap,hrga standar,pokok is the best lh",sepatu ny emng mantaphrga standarpokok is the best lh
"Sepatu nya bagus sesuai pesanan, Abang Kuril nya baik sopan terima kasih",sepatu nya bagus sesuai pesan abang kuril nya baik sopan terima kasih
Wah barannya bagus banget dengan harga sgtu.. makasi banyak ya seller.. 🙏🙏🙏,wah baran bagus banget dengan harga sgtu makas banyak ya seller
Sipp bagus maturthanks you Bentuk dan ukuran: Cocok,sipp bagus maturthanks you bentuk dan ukur cocok
Gimana kok gk sesuai pesanan saya,gimana kok tidak sesuai pesan saya
barang sesuai untuk ukuran kaki panjag 27cm pas di no 42,barang sesuai untuk ukur kaki panjag cm pas di no
barangnya bagus peking rapi ukuran nya pas,barang bagus peking rapi ukur nya pas
Sepatu y sesuway apa yg di gambar y rapih bgt Poko y Kren aku co 3 semuah y ok bgt Poko y toko ini dbes bgt lah amanah bgt Kuril y jga langganan abang2 gemoy Poko y mantap bgt sukses terbuat buat toko nya 🥰🥰🥰🥰🥰🥰,sepatu y sesuway apa yang di gambar y rapih banget poko y kren aku co semuah y ok banget poko y toko ini dbes banget lah amanah banget kuril y jga langgan abang gemoy poko y mantap banget sukses buat buat toko nya
👍👍👍👍👍👍👍 sepatu nya bagus.harga murah.tapi barangnya gak murahan.bagus bahanya sesuai harga.👍👍👍👍🫰🫰🫰,sepatu nya bagusharga murahtapi barang gak murahanbagus bahanya sesuai harga
Dengan harga murah tapi tidak murahan udah 2 x pesen tidak kecewa,dengan harga murah tapi tidak murah udah x sen tidak kecewa
Pesen nya Size 42 .. Yang Datang Size 40..,sen nya size yang datang size
Sesuwae sama harganya. Semoga awet buwat ngaret,sesuwae sama harga moga awet buwat ngaret
"Trimakasih seller barang'nya udah sampai, cukup bagus dgn harga segitu, TPI bagian bawah'nya keras dan licin. Makasi KK😊🙏",trimakasih seller barang udah sampai cukup bagus dgn harga segitu tpi bagi bawah keras dan licin makas kk
"Mntap sepatu nya bagus keren bgt,pokok nya good👍👍jng pernah bikin kecewa custamer nya terus amanah dlm pengiriman nya 👍",mntap sepatu nya bagus keren bgtpokok nya good jng pernah bikin kecewa custamer nya terus amanah dlm kirim nya
"Bentuk dan ukuran: Bentuk sepatuny sih lumayan ganteng cuman ukaran sepatuny yg gk ada lebih besar,seperti ukaran sepatu saya 44. Sedangkan yg ada d toko cmn 43.... ukaran 43 saja masi sempit.... Tolong la di Tambah ukuan sepatu 44 hrs ada biar pembeli tidak memberi deting/ bintang 3....",bentuk dan ukur bentuk sepatuny sih lumayan ganteng cuman ukaran sepatuny yang tidak ada lebih besarseperti ukaran sepatu saya sedang yang ada d toko cmn ukaran saja mas sempit tolong la di tambah ukuan sepatu hrs ada biar beli tidak beri deting bintang
Spatu nya lumayan bagus. Sayang kecil kali bo 42 nya GK muat,spatu nya lumayan bagus sayang kecil kali bo nya tidak muat
"Sesuai pesanan, barang bagus dengan harga segitu.",sesuai pesan barang bagus dengan harga segitu
Bentuk dan ukuran: Sesuai pic dan pesanan,bentuk dan ukur sesuai pic dan pesan
Sesuai Ama harganya,sesuai ama harga
Paket sudah saya terima dan sesuai dengan pesanan mantap bos,paket sudah saya terima dan sesuai dengan pesan mantap bos
"Trimakasih barang sudah sampai keren , tepat waktu",trimakasih barang sudah sampai keren tepat waktu
barangnya udah sampai. bagus. cocok buat jalan santay,barang udah sampai bagus cocok buat jalan santay
Trimakasih barang dah nyampe sesuai pesanan. Harga segitu kualitas gak jamin,trimakasih barang dah nyampe sesuai pesan harga segitu kualitas gak jamin
sepatu.yg d kirim.kwalitas KW gk sesuai d promo tik tok ..,sepatuyg d kirimkwalitas kw tidak sesuai d promo tik tok
Lumayan dgn harga terjangkau.. Bisa di pake keja,lumayan dgn harga jangkau bisa di pake keja
"Bentuk dan ukuran: motif dan desenya Lumayan,tp sayang warna gk bisa cerah",bentuk dan ukur motif dan desenya lumayantp sayang warna tidak bisa cerah
Sepatunya bagus dan sangat pas mksh seller dan tik tok,sepatu bagus dan sangat pas mksh seller dan tik tok
Alhamdulillah paket sepatu ku udah dateng semoga awet ngga gampang jebol,alhamdulillah paket sepatu ku udah dateng moga awet ngga gampang jebol
Kecewa banget sepatu nya ga sesuai dengan yang ada di live,kecewa banget sepatu nya tidak sesuai dengan yang ada di live
Barang bagus sesuai ekspektasi.semoga awet.,barang bagus sesuai ekspektasisemoga awet
kualitas jelek Daya tahan pakai: dipakai langsung lepas lem tidak bagus,kualitas jelek daya tahan pakai pakai langsung lepas lem tidak bagus
Aroma: Cat banget Daya tahan pakai: Rusak Bentuk dan ukuran: Tidak sesui,aroma cat banget daya tahan pakai rusak bentuk dan ukur tidak sesui
"Sis,terima ksh ya,brgnya udah smpai dri tdi sore ya sis,itu sepatunya sebnrnya no.38/39 sh,klo no.39nya ko kcl ya sis",sisterima ksh yabrgnya udah smpai dri tdi sore ya sisitu sepatu sebnrnya no shklo nonya ko kcl ya sis
"Bentuk dan ukuran: Ukuran tidak standar,kwalitas bahan jelek. Aroma: Sangat menyengat.",bentuk dan ukur ukur tidak standarkwalitas bahan jelek aroma sangat sengat
Tidak ada konfirmasi kalo barang yang di pesan kosong,tidak ada konfirmasi kalo barang yang di pesan kosong
"Bahan keras dan tipis nggak elastis,,ya sesuai hargalah,,paling 2 kali pakai udah rusak",bahan keras dan tipis tidak elastisya sesuai hargalahpaling kali pakai udah rusak
"Barang nya bgus, UK jg sesuai. Semoga awet dipakai",barang nya bgus uk jg sesuai moga awet pakai
"Bahan nya kurang bagus, dipakai 2 kali sakit kaki karena didalam nya tipis.",bahan nya kurang bagus pakai kali sakit kaki karena dalam nya tipis
Lumayan tapi masih ada kekurangannya Harus di sol biar g terkelupas di maklum harga yg murah meriah terimakasih smoga sukses dan lancar,lumayan tapi masih ada kurang harus di sol biar g kelupas di maklum harga yang murah riah terimakasih smoga sukses dan lancar
Sepatunya bagus...pas dikaki..pengiriman cepat...txs seller...jaya terus...,sepatu baguspas dikakipengiriman cepattxs sellerjaya terus
Agak janggal pkai sepatu nya karena lapisan dlm sepatu GK enk di pakai,agak janggal pkai sepatu nya karena lapis dlm sepatu tidak enk di pakai
".. trimakasih kak, barangnya sudah dataNg, pengiriman cepat, dan tokonya saNgat amaNah🙏🙏🙏.",trimakasih kak barang sudah datang kirim cepat dan toko sangat amanah
Uda nyampe tp biasa aja.kurg pas di pake joging,uda nyampe tp biasa ajakurg pas di pake joging
Sepatunya keras waktu live bilang nya empuk enak dipakai ternyata ga sesuai keras sakit dipakai nya,sepatu keras waktu live bilang nya empuk enak pakai nyata tidak sesuai keras sakit pakai nya
Bagus..dengan harga segitu whor't,bagusdengan harga segitu whort
"Lumayan lh, sesuai dgn harga jga pengiriman ya cepat",lumayan lh sesuai dgn harga jga kirim ya cepat
"Paket sudah diterima tepat waktu dan barang sesuai pesanan lumayan bagus, terima kasih toko dan kurirnya",paket sudah terima tepat waktu dan barang sesuai pesan lumayan bagus terima kasih toko dan kurir
Bentuk dan ukuran: Tidak sesuai Lumayan Daya tahan pakai: Tidak tahan,bentuk dan ukur tidak sesuai lumayan daya tahan pakai tidak tahan
Pengiriman cepat best seler.mksh kurir,kirim cepat best selermksh kurir
Alhamdulillah barang sudah saya terima namun aga kecewa jahitan / presan ke alas bagian depan kurang baik Trims🙏,alhamdulillah barang sudah saya terima namun aga kecewa jahit pres ke alas bagi depan kurang baik trims
Bentuk dan ukuran: Pas,bentuk dan ukur pas
Ada sedikit sobek,ada sedikit sobek
Sangat kecewa ukuran minta 42 tpi kecil kayak ukuran 41 tdk sesuai ...barang tdk bagus..sangat kecewa..karna barang jelek dibuang aja,sangat kecewa ukur minta tpi kecil kayak ukur tidak sesuai barang tidak bagussangat kecewakarna barang jelek buang aja
Pesanan sesuai dengan yang di gambar puas banget,pesan sesuai dengan yang di gambar puas banget
Bahan jelek,bahan jelek
Barang nxa sesuai degan pesanan barang bagus,barang nxa sesuai degan pesan barang bagus
Alhamdulillah barang nyampek bagus dengan harga segitu,alhamdulillah barang nyampek bagus dengan harga segitu
Paket dah sampai barang bagus pengiriman cepat kurir ramah,paket dah sampai barang bagus kirim cepat kurir ramah
"Sy kecewa tidak sesuai dengan promosinya barang dan kwalitasnya yg datang bawa hanya ternyata bukan karet tetapi plastik yg bikin licin dan brrsuara sy kecewa sudah berkali""pesen yg datang tetep sepatu bawahnya plastik keras..",sy kecewa tidak sesuai dengan promosi barang dan kwalitasnya yang datang bawa hanya nyata bukan karet tetapi plastik yang bikin licin dan brrsuara sy kecewa sudah berkalipesen yang datang tetep sepatu bawah plastik keras
"Kualitas jelek, di pakai sakit di kaki tidak nyaman, buat jalan teramat sangat tidak enak, sakiiit......🙏🙏🙏🙏🙏🙏",kualitas jelek di pakai sakit di kaki tidak nyaman buat jalan amat sangat tidak enak sakiiit
"Barang TDK sesuai dgn digambar,sykan udah nanya ,barangnya sesuai TDK dgn digambar,jawabnya ia,tp dikirim TDK sesuai macam tiruannya,mana tapaknya keras bahannya kaku,sangat mengecewakan,klu bisa jualan jgn nipu konsumen,TDK berkah tauh apalagi uangnya buat makan anak istri,suami keluarga☹️🫤😡",barang tidak sesuai dgn digambarsykan udah nanya barang sesuai tidak dgn digambarjawabnya iatp kirim tidak sesuai macam tiruannyamana tapak keras bahan kakusangat mengecewakanklu bisa jual jgn nipu konsumentdk berkah tauh apalagi uang buat makan anak istrisuami keluarga
Wuaccch baguus enteng gk berat di pke nys.,wuaccch baguus enteng tidak berat di pke nys
Trimkash brg dah di trima bbrp hari yg lalu.brngnys ssuai dgn pesanan,trimkash barang dah di trima bbrp hari yang lalubrngnys ssuai dgn pesan
"Bentuk dan ukuran: Bagus ,pas di kaki",bentuk dan ukur bagus pas di kaki
"Sepatu nya bgus ( koreksi, ksih ukuran yng di atas 43 min, di saya terlalu sempit) mohon pengertiannya 🙏🙏",sepatu nya bgus koreksi ksih ukur yng di atas min di saya terlalu sempit mohon erti
